Random,sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
0.698797727,253349,A. Cabeza,ST,67,72,1600000,500,24,11/03/1997,185,79,110984,CS Emelec,Ecuadorian Serie A,1,ST,9,,1/07/2016,2023,57,Ecuador,,,,Right,3,2,1,73,65,55,66,34,67,55,68,70,59,49,65,38,32,51,66,70,75,70,62,70,66,71,68,72,59,53,28,67,60,70,58,30,32,23,14,6,13,13,7,,67+2,67+2,67+2,65,65,65,65,65,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,50+2,48+2,48+2,48+2,50+2,48+2,46+2,46+2,46+2,48+2,16+2,https://cdn.sofifa.net/players/253/349/22_120.png,https://cdn.sofifa.net/teams/110984/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
0.826343626,216275,P. Mwene,"RB, LB",72,72,2300000,12000,27,29/01/1994,172,68,247,PSV,Holland Eredivisie,1,CB,29,,1/07/2021,2024,4,Austria,1322,RB,22,Right,4,3,1,78,43,61,71,66,60,72,42,38,68,34,69,53,46,53,68,83,73,82,67,88,48,71,75,52,39,59,70,59,49,42,64,68,69,71,12,9,11,9,7,,56+2,56+2,56+2,65,61,61,61,65,62+2,62+2,62+2,66+2,62+2,62+2,62+2,66+2,71+1,66+2,66+2,66+2,71+1,70+2,64+2,64+2,64+2,70+2,16+2,https://cdn.sofifa.net/players/216/275/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
0.57753768,217649,S. Gonda,GK,70,70,800000,4000,32,3/03/1989,187,83,101149,Shimizu S-Pulse,Japanese J. League Division 1,1,GK,37,Portimonense SC,,2021,163,Japan,,,,Right,2,1,1,,,,,,,17,16,13,27,19,19,21,13,26,20,55,43,41,68,46,48,54,43,54,18,28,11,7,68,29,30,21,16,21,69,69,64,68,71,50,28+2,28+2,28+2,29,31,31,31,29,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2,26+2,26+2,26+2,28+2,69+1,https://cdn.sofifa.net/players/217/649/22_120.png,https://cdn.sofifa.net/teams/101149/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png
0.296803639,260329,L. PÃ©rez,ST,64,75,1300000,500,21,7/06/2000,175,74,114611,Academia Puerto Cabello,Venezuelan Primera DivisiÃ³n,1,ST,19,,1/07/2019,2025,61,Venezuela,,,,Right,2,2,1,70,63,43,67,24,55,28,66,64,59,59,70,34,35,33,67,70,70,65,64,62,63,65,58,62,62,29,20,58,43,53,46,19,20,19,10,8,12,7,8,,64+2,64+2,64+2,61,63,63,63,61,60+2,60+2,60+2,58+2,52+2,52+2,52+2,58+2,43+2,40+2,40+2,40+2,43+2,41+2,37+2,37+2,37+2,41+2,15+2,https://cdn.sofifa.net/players/260/329/22_120.png,https://cdn.sofifa.net/teams/114611/60.png,https://cdn.sofifa.net/flags/ve.png,,https://cdn.sofifa.net/flags/ve.png
0.291787206,237592,M. Blauensteiner,"RB, CB, RWB",65,66,775000,3000,26,11/02/1995,180,79,1787,SK Austria Klagenfurt,Austrian Football Bundesliga,1,CB,5,,6/08/2021,2023,4,Austria,,,,Right,3,3,1,70,47,59,61,59,69,67,42,56,64,47,60,57,41,56,62,72,69,66,59,64,58,71,68,72,43,62,61,56,48,54,53,58,60,59,9,5,8,9,9,,57+2,57+2,57+2,59,57,57,57,59,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,63+2,61+2,61+2,61+2,63+2,63+2,61+2,61+2,61+2,63+2,14+2,https://cdn.sofifa.net/players/237/592/22_120.png,https://cdn.sofifa.net/teams/1787/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/at.png
0.533324749,200758,L. Moore,CB,71,71,1600000,18000,28,31/01/1993,185,86,1793,Reading,English League Championship,2,CB,6,,20/08/2016,2023,82,Jamaica,,,,Right,4,2,1,69,33,58,62,68,77,58,24,68,63,34,59,37,24,61,65,65,73,59,67,63,55,83,68,78,32,83,69,37,60,20,65,68,67,73,8,9,7,8,10,,52+2,52+2,52+2,55,54,54,54,55,56+2,56+2,56+2,59+2,60+2,60+2,60+2,59+2,66+2,67+2,67+2,67+2,66+2,67+2,71,71,71,67+2,15+2,https://cdn.sofifa.net/players/200/758/22_120.png,https://cdn.sofifa.net/teams/1793/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/jm.png
0.011505013,209990,R. Strebinger,GK,72,74,2000000,16000,28,14/02/1993,194,90,254,SK Rapid Wien,Austrian Football Bundesliga,1,GK,1,,1/07/2015,2022,4,Austria,,,,Right,2,1,1,,,,,,,15,14,16,26,12,12,17,13,21,20,37,38,39,74,33,47,66,30,76,14,20,15,13,12,23,28,14,13,12,71,64,63,73,77,37,28+2,28+2,28+2,23,25,25,25,23,23+2,23+2,23+2,24+2,23+2,23+2,23+2,24+2,24+2,25+2,25+2,25+2,24+2,24+2,26+2,26+2,26+2,24+2,71+2,https://cdn.sofifa.net/players/209/990/22_120.png,https://cdn.sofifa.net/teams/254/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/at.png
0.226791828,234641,N. Walstad,LB,58,65,400000,650,24,14/02/1997,180,80,112420,MjÃ¸ndalen IF,Norwegian Eliteserien,1,CB,3,,22/01/2021,2023,36,Norway,,,,Left,2,2,1,59,27,46,49,56,65,54,24,53,53,28,43,22,26,47,54,60,58,52,53,62,33,66,65,71,23,51,55,36,35,34,40,55,58,54,10,11,7,9,14,,43+2,43+2,43+2,46,43,43,43,46,44+2,44+2,44+2,48+2,48+2,48+2,48+2,48+2,55+2,54+2,54+2,54+2,55+2,56+2,57+2,57+2,57+2,56+2,15+2,https://cdn.sofifa.net/players/234/641/22_120.png,https://cdn.sofifa.net/teams/112420/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/no.png
0.076745498,228717,Y. MutÅ,ST,72,72,2400000,9000,28,15/07/1992,178,72,101146,Vissel Kobe,Japanese J. League Division 1,1,ST,11,,7/08/2021,2023,163,Japan,,,,Right,4,4,1,78,71,66,76,41,58,68,73,71,70,73,77,65,46,54,74,79,77,76,70,78,72,80,62,57,65,50,39,74,70,62,75,43,33,30,7,15,15,8,14,,72,72,72,73-1,73-1,73-1,73-1,73-1,72,72,72,72,65+2,65+2,65+2,72,57+2,54+2,54+2,54+2,57+2,55+2,50+2,50+2,50+2,55+2,18+2,https://cdn.sofifa.net/players/228/717/22_120.png,https://cdn.sofifa.net/teams/101146/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png
0.660793874,251653,IrazÃ¡bal,"CB, LB",62,71,825000,1000,24,28/11/1996,187,75,113356,SD Amorebieta,Spanish Segunda DivisiÃ³n,2,CB,19,,1/07/2020,2022,45,Spain,,,,Left,2,2,1,59,38,52,56,60,68,52,34,71,63,33,53,42,40,54,58,52,64,56,60,69,48,59,61,75,31,61,57,56,39,49,57,56,64,53,10,10,8,14,5,,53+2,53+2,53+2,52,52,52,52,52,52+2,52+2,52+2,54+2,54+2,54+2,54+2,54+2,58+2,59+2,59+2,59+2,58+2,59+2,62+2,62+2,62+2,59+2,15+2,https://cdn.sofifa.net/players/251/653/22_120.png,https://cdn.sofifa.net/teams/113356/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
0.614670821,212023,R. BeriÄ‡,ST,72,72,2300000,7000,30,17/06/1991,188,82,693,Chicago Fire Football Club,USA Major League Soccer,1,ST,27,,20/01/2020,2021,44,Slovenia,,,,Right,3,3,2,57,72,64,66,38,74,52,74,73,68,69,65,65,56,65,70,60,55,58,77,52,73,73,70,80,67,65,38,77,69,71,71,38,30,23,16,11,15,12,16,,72,72,72,67,70,70,70,67,69+2,69+2,69+2,67+2,66+2,66+2,66+2,67+2,52+2,55+2,55+2,55+2,52+2,50+2,51+2,51+2,51+2,50+2,21+2,https://cdn.sofifa.net/players/212/023/22_120.png,https://cdn.sofifa.net/teams/693/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/si.png
0.141242855,230211,Vanderlei CÃµembra,"RB, LB",71,71,2000000,7000,21,29/02/2000,166,64,115530,CuiabÃ¡,Campeonato Brasileiro SÃ©rie A,1,CB,2,,8/07/2021,2024,54,Brazil,,,,Right,3,3,1,87,36,60,68,64,67,64,28,50,67,46,66,53,31,52,69,91,84,78,61,75,47,66,85,68,38,43,68,53,57,38,66,62,69,65,11,6,13,12,6,,55+2,55+2,55+2,63,59,59,59,63,61+2,61+2,61+2,65+2,62+2,62+2,62+2,65+2,70+1,65+2,65+2,65+2,70+1,69+2,63+2,63+2,63+2,69+2,15+2,https://cdn.sofifa.net/players/230/211/22_120.png,https://cdn.sofifa.net/teams/115530/60.png,https://cdn.sofifa.net/flags/br.png,,https://cdn.sofifa.net/flags/br.png
0.488347173,241848,A. Heredia,CB,64,71,1100000,500,24,16/06/1997,193,83,115536,Cerro Largo FÃºtbol Club,Uruguayan Primera DivisiÃ³n,1,CB,2,,3/07/2019,2022,52,Argentina,,,,Right,2,2,1,58,32,39,43,64,67,29,29,60,54,31,28,33,29,32,60,59,57,48,52,36,43,75,52,74,26,64,61,32,32,39,58,55,73,69,5,12,5,9,5,,45+2,45+2,45+2,42,43,43,43,42,42+2,42+2,42+2,43+2,45+2,45+2,45+2,43+2,55+2,57+2,57+2,57+2,55+2,58+2,64+2,64+2,64+2,58+2,12+2,https://cdn.sofifa.net/players/241/848/22_120.png,https://cdn.sofifa.net/teams/115536/60.png,https://cdn.sofifa.net/flags/uy.png,,https://cdn.sofifa.net/flags/ar.png
0.573807582,247883,S. Torres,RB,65,65,525000,500,31,22/03/1990,180,68,110969,Club The Strongest,Liga de FÃºtbol Profesional Boliviano,1,CDM,7,,5/07/2019,2021,53,Bolivia,,,,Right,3,2,1,71,29,53,52,60,69,68,28,45,59,28,56,30,31,63,40,70,71,54,51,76,25,64,87,64,28,60,61,46,32,35,57,55,68,67,13,9,15,10,8,,44+2,44+2,44+2,50,46,46,46,50,47+2,47+2,47+2,55+2,52+2,52+2,52+2,55+2,63+2,59+2,59+2,59+2,63+2,63+2,59+2,59+2,59+2,63+2,15+2,https://cdn.sofifa.net/players/247/883/22_120.png,https://cdn.sofifa.net/teams/110969/60.png,https://cdn.sofifa.net/flags/bo.png,,https://cdn.sofifa.net/flags/bo.png
0.525908086,232148,D. SallÃ³i,"LW, ST",71,73,2400000,6000,24,19/07/1996,185,68,696,Sporting Kansas City,USA Major League Soccer,1,AM,20,,13/01/2016,2021,23,Hungary,1886,SUB,13,Right,3,3,1,75,72,67,69,38,69,68,74,60,68,65,69,69,55,63,71,74,75,70,71,67,73,59,77,66,70,68,27,73,69,69,64,40,40,28,11,6,6,8,9,,71+2,71+2,71+2,71,71,71,71,71,70+2,70+2,70+2,71+2,66+2,66+2,66+2,71+2,57+2,55+2,55+2,55+2,57+2,54+2,49+2,49+2,49+2,54+2,15+2,https://cdn.sofifa.net/players/232/148/22_120.png,https://cdn.sofifa.net/teams/696/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/1886/60.png,https://cdn.sofifa.net/flags/hu.png
0.293914436,239945,F. BeltrÃ¡n,"CDM, CM",70,77,3000000,19000,23,8/05/1998,163,64,1880,Club Deportivo Guadalajara,Mexican Liga MX,1,CDM,20,,1/07/2015,2024,83,Mexico,,,,Right,4,3,1,71,57,69,72,65,53,53,51,50,80,52,69,58,53,75,72,70,71,75,70,92,62,48,65,45,65,57,67,60,70,56,70,67,67,65,10,13,8,10,10,,61+2,61+2,61+2,67,67,67,67,67,70+2,70+2,70+2,68+2,71+2,71+2,71+2,68+2,67+2,69+2,69+2,69+2,67+2,67+2,63+2,63+2,63+2,67+2,17+2,https://cdn.sofifa.net/players/239/945/22_120.png,https://cdn.sofifa.net/teams/1880/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/mx.png
0.485113253,222222,S. Filip,"LB, LM, CM",65,66,750000,2000,27,15/05/1994,179,74,100757,FC Dinamo 1948 BucureÅŸti,Romanian Liga I,1,MID,7,,23/01/2021,2023,39,Romania,,,,Left,2,3,1,77,52,59,64,59,71,58,42,61,64,35,62,45,43,60,64,77,77,72,61,69,71,65,71,64,56,90,61,62,58,47,65,53,62,62,8,11,10,12,8,,60+2,60+2,60+2,62,62,62,62,62,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,15+2,https://cdn.sofifa.net/players/222/222/22_120.png,https://cdn.sofifa.net/teams/100757/60.png,https://cdn.sofifa.net/flags/ro.png,,https://cdn.sofifa.net/flags/ro.png
0.427223223,198200,B. Stambouli,"CDM, CB",73,73,2500000,14000,30,13/08/1990,180,82,101016,Adana Demirspor,Turkish SÃ¼per Lig,1,MID,90,,26/07/2021,2023,18,France,,,,Right,4,2,2,54,49,64,67,71,75,45,41,66,74,40,65,55,43,72,70,55,54,64,71,64,65,71,76,75,50,73,74,59,67,50,74,71,72,71,8,13,11,15,15,,60+2,60+2,60+2,60,62,62,62,60,64+2,64+2,64+2,63+2,69+2,69+2,69+2,63+2,67+2,72+1,72+1,72+1,67+2,67+2,71+2,71+2,71+2,67+2,19+2,https://cdn.sofifa.net/players/198/200/22_120.png,https://cdn.sofifa.net/teams/101016/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/fr.png
0.359993808,208752,R. Edwards,CB,66,67,850000,2000,27,7/10/1993,195,76,181,Dundee United,Scottish Premiership,1,CB,12,,3/08/2020,2023,14,England,,,,Right,2,2,1,51,34,45,44,66,78,33,30,65,54,32,40,33,41,50,53,53,49,33,58,34,49,82,69,89,24,60,65,34,39,45,52,66,67,65,7,9,12,15,14,,47+2,47+2,47+2,43,44,44,44,43,44+2,44+2,44+2,46+2,50+2,50+2,50+2,46+2,57+2,61+2,61+2,61+2,57+2,59+2,66+1,66+1,66+1,59+2,16+2,https://cdn.sofifa.net/players/208/752/22_120.png,https://cdn.sofifa.net/teams/181/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/gb-eng.png
0.685509728,262412,L. Rosier,"CDM, CM",67,76,2200000,2000,22,14/08/1998,190,82,10020,Estoril Praia,Portuguese Liga ZON SAGRES,1,MID,32,,20/07/2020,2024,18,France,,,,Right,3,2,1,58,45,58,57,68,72,50,42,69,68,38,55,49,46,60,63,60,57,51,65,47,59,70,62,78,39,72,68,45,50,51,58,64,71,67,7,12,10,13,9,,56+2,56+2,56+2,55,55,55,55,55,56+2,56+2,56+2,57+2,60+2,60+2,60+2,57+2,63+2,66+2,66+2,66+2,63+2,64+2,69+2,69+2,69+2,64+2,16+2,https://cdn.sofifa.net/players/262/412/22_120.png,https://cdn.sofifa.net/teams/10020/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/fr.png
0.145220056,214369,A. Andrade,"LM, LW, CAM",73,73,2400000,2000,32,23/02/1989,177,71,101100,AtlÃ©tico Nacional,Colombian Liga PostobÃ³n,1,AM,10,,8/01/2020,2022,56,Colombia,,,,Right,2,3,1,77,71,68,75,41,63,65,70,45,71,66,76,66,59,69,77,76,78,79,67,68,74,66,71,70,68,35,37,70,70,76,59,52,35,29,13,8,13,9,13,,69+2,69+2,69+2,72,72,72,72,72,72+1,72+1,72+1,72+1,68+2,68+2,68+2,72+1,58+2,56+2,56+2,56+2,58+2,55+2,48+2,48+2,48+2,55+2,17+2,https://cdn.sofifa.net/players/214/369/22_120.png,https://cdn.sofifa.net/teams/101100/60.png,https://cdn.sofifa.net/flags/co.png,,https://cdn.sofifa.net/flags/co.png
0.123491456,200319,B. Coker,LB,62,62,275000,2000,32,17/06/1989,180,74,361,Stevenage,English League Two,4,CB,3,,16/10/2020,2022,14,England,,,,Left,3,3,1,65,41,56,57,58,64,61,37,54,57,31,58,59,60,53,56,66,65,62,58,58,48,69,70,65,41,51,59,50,48,53,51,56,60,61,12,7,6,8,13,,52+2,52+2,52+2,55,53,53,53,55,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,61+1,58+2,58+2,58+2,61+1,60+2,59+2,59+2,59+2,60+2,15+2,https://cdn.sofifa.net/players/200/319/22_120.png,https://cdn.sofifa.net/teams/361/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
0.318351324,251336,M. JarjuÃ©,CB,65,71,1000000,4000,23,30/09/1997,188,88,700,IF Elfsborg,Swedish Allsvenskan,1,CB,5,FK Austria Wien,,2021,116,Gambia,,,,Right,3,2,1,63,35,46,55,63,77,36,34,66,61,22,54,28,25,58,57,57,67,56,54,51,36,73,65,88,41,67,54,26,28,36,52,62,67,65,9,9,10,11,14,,48+2,48+2,48+2,48,47,47,47,48,48+2,48+2,48+2,50+2,51+2,51+2,51+2,50+2,58+2,60+2,60+2,60+2,58+2,59+2,65+2,65+2,65+2,59+2,15+2,https://cdn.sofifa.net/players/251/336/22_120.png,https://cdn.sofifa.net/teams/700/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/gm.png
0.238390899,225406,J. Talbot,GK,66,73,1500000,700,24,24/04/1997,180,80,305,Bohemian FC,Rep. Ireland Airtricity League,1,GK,1,,1/12/2018,2022,25,Ireland,,,,Left,2,1,1,,,,,,,17,13,16,31,16,20,21,13,25,24,44,41,32,62,58,45,52,24,64,16,23,23,12,57,28,31,14,16,20,68,65,60,62,69,43,28+2,28+2,28+2,28,30,30,30,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,27+2,28+2,28+2,28+2,27+2,26+2,27+2,27+2,27+2,26+2,65+2,https://cdn.sofifa.net/players/225/406/22_120.png,https://cdn.sofifa.net/teams/305/60.png,https://cdn.sofifa.net/flags/ie.png,,https://cdn.sofifa.net/flags/ie.png
0.538531206,186488,Li Shuai,GK,63,63,50000,2000,38,18/08/1982,193,88,110955,Shanghai Shenhua FC,Chinese Super League,1,GK,27,,19/01/2016,2021,155,China,,,,Right,2,1,1,,,,,,,22,11,5,24,8,6,24,15,33,14,30,34,32,58,55,46,55,41,45,12,25,17,12,47,23,52,13,5,8,65,64,61,61,62,32,22+2,22+2,22+2,22,23,23,23,22,24+2,24+2,24+2,24+2,26+2,26+2,26+2,24+2,23+2,24+2,24+2,24+2,23+2,21+2,19+2,19+2,19+2,21+2,62+1,https://cdn.sofifa.net/players/186/488/22_120.png,https://cdn.sofifa.net/teams/110955/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/cn.png
0.607584193,242002,G. Mainero,"RW, ST, CF",69,70,1600000,8000,26,23/03/1995,177,66,112713,Club AtlÃ©tico Sarmiento,Argentina Primera DivisiÃ³n,1,MID,32,VÃ©lez Sarsfield,,2022,52,Argentina,,,,Right,3,3,1,87,64,61,70,47,70,71,64,58,65,69,71,51,45,55,68,85,89,82,60,75,71,84,80,65,59,65,45,64,53,47,57,41,49,47,14,8,8,14,13,,67+2,67+2,67+2,69,67,67,67,69,65+2,65+2,65+2,69+1,61+2,61+2,61+2,69+1,62+2,57+2,57+2,57+2,62+2,60+2,55+2,55+2,55+2,60+2,17+2,https://cdn.sofifa.net/players/242/002/22_120.png,https://cdn.sofifa.net/teams/112713/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
0.563347693,212980,B. DabanlÄ±,CB,65,65,500000,3000,31,27/06/1990,190,88,15009,SC Rheindorf Altach,Austrian Football Bundesliga,1,CB,2,,7/01/2020,2022,21,Germany,,,,Right,3,2,1,32,34,54,48,63,80,43,30,67,63,28,46,33,31,61,54,31,32,31,61,38,51,55,67,92,26,70,60,40,55,41,64,60,66,64,7,8,7,8,7,,48+2,48+2,48+2,45,47,47,47,45,49+2,49+2,49+2,49+2,56+2,56+2,56+2,49+2,56+2,63+2,63+2,63+2,56+2,57+2,65,65,65,57+2,13+2,https://cdn.sofifa.net/players/212/980/22_120.png,https://cdn.sofifa.net/teams/15009/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/de.png
0.45971576,186200,F. Borini,"LW, LM, CF",76,76,7000000,17000,30,23/03/1991,180,73,111117,Fatih KaragÃ¼mrÃ¼k S.K.,Turkish SÃ¼per Lig,1,MID,16,,3/01/2021,2023,27,Italy,,,,Right,3,3,2,73,74,72,77,45,69,74,73,74,77,75,77,72,61,62,79,76,70,78,77,67,76,71,73,65,72,72,30,79,72,78,76,68,30,26,11,6,8,12,6,,75+1,75+1,75+1,76,76,76,76,76,75+1,75+1,75+1,75+1,70+2,70+2,70+2,75+1,60+2,59+2,59+2,59+2,60+2,57+2,54+2,54+2,54+2,57+2,16+2,https://cdn.sofifa.net/players/186/200/22_120.png,https://cdn.sofifa.net/teams/111117/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/it.png
0.63747478,256001,N. Molina,CDM,66,67,825000,500,28,26/03/1993,177,75,110981,Barcelona Sporting Club,Ecuadorian Serie A,1,CDM,19,,2/01/2020,2023,57,Ecuador,,,,Right,3,2,1,66,43,56,57,64,66,42,50,51,66,31,49,36,32,61,66,64,68,62,67,61,39,60,71,67,36,58,66,51,62,34,50,67,66,59,7,10,7,7,14,,54+2,54+2,54+2,57,57,57,57,57,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,62+2,65+2,65+2,65+2,62+2,63+2,63+2,63+2,63+2,63+2,16+2,https://cdn.sofifa.net/players/256/001/22_120.png,https://cdn.sofifa.net/teams/110981/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
0.811655781,253794,L. FalcÃ³n,"CB, CDM",63,63,300000,500,32,20/08/1988,182,75,112914,Metropolitanos de Caracas FC,Venezuelan Primera DivisiÃ³n,1,CB,14,,1/01/2019,2021,61,Venezuela,,,,Right,2,2,1,58,35,41,51,65,66,28,30,67,44,29,55,26,32,43,46,57,58,47,56,55,48,71,59,70,33,63,58,45,54,38,52,71,64,62,6,11,13,12,11,,48+2,48+2,48+2,46,48,48,48,46,48+2,48+2,48+2,48+2,49+2,49+2,49+2,48+2,54+2,56+2,56+2,56+2,54+2,56+2,63,63,63,56+2,15+2,https://cdn.sofifa.net/players/253/794/22_120.png,https://cdn.sofifa.net/teams/112914/60.png,https://cdn.sofifa.net/flags/ve.png,,https://cdn.sofifa.net/flags/ve.png
0.684861696,230447,Nazario Serpe,"CDM, CB",66,66,725000,4000,29,29/02/1992,178,77,1598,Bahia,Campeonato Brasileiro SÃ©rie A,1,CDM,14,,30/06/2021,2024,54,Brazil,,,,Right,3,2,1,52,39,60,44,67,69,55,34,45,70,22,33,26,49,54,45,58,47,62,68,67,52,77,66,70,40,67,75,24,62,55,63,65,71,71,16,14,15,18,15,,45+2,45+2,45+2,47,46,46,46,47,50+2,50+2,50+2,50+2,56+2,56+2,56+2,50+2,63+2,65+1,65+1,65+1,63+2,64+2,66,66,66,64+2,21+2,https://cdn.sofifa.net/players/230/447/22_120.png,https://cdn.sofifa.net/teams/1598/60.png,https://cdn.sofifa.net/flags/br.png,,https://cdn.sofifa.net/flags/br.png
0.390118859,204493,R. Holzhauser,"CAM, CM",73,73,3100000,12000,28,16/02/1993,193,84,675,K Beerschot VA,Belgian Jupiler Pro League,1,AM,8,,1/07/2019,2023,4,Austria,,,,Left,3,3,1,49,79,80,72,60,73,83,79,59,76,72,73,87,82,80,78,42,54,57,68,42,85,50,73,77,74,67,60,72,81,82,82,62,62,52,13,12,8,8,15,,72+1,72+1,72+1,72,73,73,73,72,73,73,73,73,75-2,75-2,75-2,73,67+2,69+2,69+2,69+2,67+2,64+2,63+2,63+2,63+2,64+2,18+2,https://cdn.sofifa.net/players/204/493/22_120.png,https://cdn.sofifa.net/teams/675/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/at.png
0.277303718,238536,T. Kiss,"LW, RW",66,82,2200000,2000,20,24/11/2000,167,58,647,SC Cambuur,Holland Eredivisie,1,AM,21,,18/07/2018,2023,23,Hungary,,,,Right,3,3,1,86,62,60,66,29,45,66,66,35,57,37,62,65,31,59,64,81,90,86,63,87,59,43,63,34,62,52,29,58,68,57,63,32,24,28,10,13,13,14,6,,59+2,59+2,59+2,66,64,64,64,66,65+2,65+2,65+2,65+2,58+2,58+2,58+2,65+2,52+2,46+2,46+2,46+2,52+2,49+2,37+2,37+2,37+2,49+2,17+2,https://cdn.sofifa.net/players/238/536/22_120.png,https://cdn.sofifa.net/teams/647/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/hu.png
0.798010957,232691,Kim Min Hyeok,CB,67,67,850000,4000,29,27/02/1992,187,73,1477,Jeonbuk Hyundai Motors,Korean K League 1,1,CB,92,,4/01/2019,2021,167,South Korea,,,,Right,2,2,1,76,27,33,45,68,74,23,19,64,41,26,36,28,22,30,54,77,75,47,55,51,48,64,63,78,22,81,62,28,34,32,49,70,70,70,13,12,11,8,7,,45+2,45+2,45+2,42,42,42,42,42,41+2,41+2,41+2,43+2,43+2,43+2,43+2,43+2,57+2,57+2,57+2,57+2,57+2,60+2,67,67,67,60+2,15+2,https://cdn.sofifa.net/players/232/691/22_120.png,https://cdn.sofifa.net/teams/1477/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png
0.296226477,177388,D. Payet,"LW, CAM",80,80,10000000,51000,34,29/03/1987,175,77,219,Olympique de Marseille,French Ligue 1,1,ST,10,,30/01/2017,2024,18,France,,,,Right,4,4,3,69,77,83,82,38,67,85,75,59,83,76,84,83,74,80,83,71,68,81,75,73,80,40,69,72,77,57,37,79,83,79,74,32,37,39,11,15,9,14,12,,76+3,76+3,76+3,80,79,79,79,80,80,80,80,79+1,76+3,76+3,76+3,79+1,62+3,61+3,61+3,61+3,62+3,58+3,50+3,50+3,50+3,58+3,20+3,https://cdn.sofifa.net/players/177/388/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
