Random,sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,PDF
0.705836063,215443,P. Zinckernagel,"RW, RM, CM",75,76,6500000,50000,26,16/12/1994,175,70,14,Nottingham Forest,English League Championship,2,MID,11,Watford,,2022,13,Denmark,,,,Right,3,4,1,87,71,71,76,42,68,70,71,42,72,64,75,72,71,65,75,89,86,89,69,75,72,42,82,64,72,67,44,72,72,65,74,49,38,26,12,10,8,8,13,,70+2,70+2,70+2,75,73,73,73,75,74+2,74+2,74+2,75+1,69+2,69+2,69+2,75+1,62+2,59+2,59+2,59+2,62+2,58+2,50+2,50+2,50+2,58+2,17+2,https://cdn.sofifa.net/players/215/443/22_120.png,https://cdn.sofifa.net/teams/14/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/dk.png,1
0.285183272,245100,M. Awoudja,"CB, LB",64,73,1200000,5000,23,2/02/1998,188,81,15040,WSG Tirol,Austrian Football Bundesliga,1,CB,15,VfB Stuttgart,,2022,21,Germany,,,,Right,3,2,1,64,34,48,42,61,72,29,31,71,62,38,34,28,32,55,43,59,68,55,55,54,46,82,61,81,27,63,57,30,44,42,49,55,65,66,8,7,9,5,8,,47+2,47+2,47+2,43,44,44,44,43,45+2,45+2,45+2,46+2,49+2,49+2,49+2,46+2,55+2,58+2,58+2,58+2,55+2,57+2,64+2,64+2,64+2,57+2,12+2,https://cdn.sofifa.net/players/245/100/22_120.png,https://cdn.sofifa.net/teams/15040/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/de.png,9
0.668192922,245214,A. EstupiÃ±Ã¡n,"LM, RM, ST",71,71,2000000,2000,26,5/07/1994,175,72,111722,Club Deportes Tolima,Colombian Liga PostobÃ³n,1,MID,7,,6/12/2019,2024,56,Colombia,,,,Right,3,2,1,83,65,62,71,46,64,63,69,53,68,38,72,48,39,61,71,84,82,78,64,73,69,68,77,64,59,49,49,64,62,56,59,41,46,43,9,8,10,15,9,,67+2,67+2,67+2,70,69,69,69,70,68+2,68+2,68+2,70+1,65+2,65+2,65+2,70+1,61+2,58+2,58+2,58+2,61+2,59+2,52+2,52+2,52+2,59+2,16+2,https://cdn.sofifa.net/players/245/214/22_120.png,https://cdn.sofifa.net/teams/111722/60.png,https://cdn.sofifa.net/flags/co.png,,https://cdn.sofifa.net/flags/co.png,0
0.793699991,246159,E. Laird,RWB,67,82,2300000,14000,19,5/08/2001,177,66,1960,Swansea City,English League Championship,2,CDM,27,Manchester United,,2022,14,England,,,,Right,3,3,1,81,54,60,66,63,70,65,54,63,64,31,67,61,28,57,64,82,80,72,61,70,63,76,62,74,53,68,60,60,59,35,64,60,66,65,9,12,10,5,15,,62+2,62+2,62+2,65,63,63,63,65,63+2,63+2,63+2,65+2,61+2,61+2,61+2,65+2,65+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,65+2,16+2,https://cdn.sofifa.net/players/246/159/22_120.png,https://cdn.sofifa.net/teams/1960/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png,15
0.554109274,184999,MaurÃ­cio,"CDM, CM",75,75,3700000,850,32,21/10/1988,180,78,1884,Panathinaikos FC,Greek Super League,1,MID,88,,11/10/2020,2022,54,Brazil,,,,Right,4,3,1,72,70,73,74,73,72,65,65,67,78,70,74,77,77,76,78,74,70,71,69,69,76,76,69,73,74,71,74,73,70,69,74,74,74,71,11,8,14,15,6,,72+2,72+2,72+2,72,73,73,73,72,73+2,73+2,73+2,72+2,74+1,74+1,74+1,72+2,72+2,74+1,74+1,74+1,72+2,72+2,73+2,73+2,73+2,72+2,17+2,https://cdn.sofifa.net/players/184/999/22_120.png,https://cdn.sofifa.net/teams/1884/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/br.png,0
0.672511758,244407,Pol Lozano,"CM, CDM",69,79,3100000,7000,21,6/10/1999,176,68,110062,Girona FC,Spanish Segunda DivisiÃ³n,2,MID,20,RCD Espanyol de Barcelona,,2022,45,Spain,,,,Right,3,3,1,73,58,66,69,62,69,55,55,40,72,40,68,60,40,68,70,74,73,68,65,75,66,60,76,63,60,75,64,64,73,50,64,64,64,64,8,7,8,11,14,,62+2,62+2,62+2,66,66,66,66,66,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,67+2,68+2,68+2,68+2,67+2,65+2,63+2,63+2,63+2,65+2,16+2,https://cdn.sofifa.net/players/244/407/22_120.png,https://cdn.sofifa.net/teams/110062/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,10
0.482325165,262548,Y. Becker,LM,61,61,325000,800,30,12/01/1991,180,67,115820,FC Viktoria 1889 Berlin,German 3. Bundesliga,3,MID,22,,1/07/2019,2022,21,Germany,,,,Right,4,2,1,70,58,59,62,27,47,58,60,39,65,60,62,56,44,59,60,70,70,71,43,76,65,42,53,46,49,45,19,60,52,53,54,22,32,33,8,15,8,8,8,,57+2,57+2,57+2,60,59,59,59,60,59+2,59+2,59+2,60+1,54+2,54+2,54+2,60+1,46+2,43+2,43+2,43+2,46+2,44+2,36+2,36+2,36+2,44+2,13+2,https://cdn.sofifa.net/players/262/548/22_120.png,https://cdn.sofifa.net/teams/115820/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png,0
0.589089353,223248,J. Lucero,ST,74,74,4200000,16000,29,30/11/1991,182,75,101088,VÃ©lez Sarsfield,Argentina Primera DivisiÃ³n,1,ST,19,,14/08/2020,2022,52,Argentina,,,,Right,4,2,1,77,71,61,70,34,68,58,74,81,69,66,68,59,43,59,72,79,75,69,76,81,72,91,63,73,66,57,33,78,58,67,65,27,29,25,15,8,10,14,6,,74,74,74,70,72,72,72,70,69+2,69+2,69+2,69+2,64+2,64+2,64+2,69+2,53+2,52+2,52+2,52+2,53+2,51+2,49+2,49+2,49+2,51+2,18+2,https://cdn.sofifa.net/players/223/248/22_120.png,https://cdn.sofifa.net/teams/101088/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png,0
0.132163695,234171,R. Sallai,"RM, CF",76,79,10000000,23000,24,22/05/1997,183,76,25,Sport-Club Freiburg,German 1. Bundesliga,1,MID,22,,31/08/2018,2022,23,Hungary,1886,RS,20,Right,4,4,2,72,70,70,79,37,61,72,73,49,75,67,81,49,45,62,80,76,69,75,74,74,69,64,62,61,64,59,39,76,75,62,65,32,37,38,7,5,11,14,9,,71+2,71+2,71+2,75,75,75,75,75,75+2,75+2,75+2,75+2,69+2,69+2,69+2,75+2,59+2,57+2,57+2,57+2,59+2,55+2,49+2,49+2,49+2,55+2,16+2,https://cdn.sofifa.net/players/234/171/22_120.png,https://cdn.sofifa.net/teams/25/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1886/60.png,https://cdn.sofifa.net/flags/hu.png,3
0.009729014,236636,A. Caci,"LB, LWB, CB",74,80,6000000,16000,24,1/07/1997,186,74,76,RC Strasbourg Alsace,French Ligue 1,1,CB,19,,1/07/2018,2022,18,France,,,,Right,5,3,1,72,52,67,68,72,72,72,53,72,71,47,66,60,48,69,69,72,72,70,73,62,59,74,74,74,42,62,74,62,61,52,68,72,72,71,11,9,12,7,8,,64+2,64+2,64+2,66,65,65,65,66,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,16+2,https://cdn.sofifa.net/players/236/636/22_120.png,https://cdn.sofifa.net/teams/76/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png,6
0.250063099,189514,H. Afful,RB,69,69,425000,3000,35,24/06/1986,170,67,687,Columbus Crew,USA Major League Soccer,1,CB,25,,30/07/2015,2021,117,Ghana,,,,Right,3,3,1,74,58,66,69,65,70,64,47,55,66,58,67,69,54,66,68,74,74,77,67,77,76,78,74,67,61,69,71,68,69,53,67,69,62,64,8,13,10,8,11,,64+2,64+2,64+2,66,66,66,66,66,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,68+1,67+2,67+2,67+2,68+1,67+2,66+2,66+2,66+2,67+2,16+2,https://cdn.sofifa.net/players/189/514/22_120.png,https://cdn.sofifa.net/teams/687/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/gh.png,0
0.876094087,216530,P. VelÃ¡zquez,ST,71,71,900000,650,34,12/03/1987,191,86,111007,12 de Octubre FC,Paraguayan Primera DivisiÃ³n,1,ST,9,,14/01/2021,2021,58,Paraguay,,,,Left,3,3,1,64,72,53,67,30,76,32,74,78,56,61,68,65,70,49,68,65,64,67,71,42,77,67,63,85,65,73,25,71,66,73,71,28,21,24,8,9,14,12,6,,71,71,71,64,68,68,68,64,66+2,66+2,66+2,62+2,59+2,59+2,59+2,62+2,45+2,48+2,48+2,48+2,45+2,44+2,47+2,47+2,47+2,44+2,16+2,https://cdn.sofifa.net/players/216/530/22_120.png,https://cdn.sofifa.net/teams/111007/60.png,https://cdn.sofifa.net/flags/py.png,,https://cdn.sofifa.net/flags/py.png,0
0.711194701,204639,S. SaviÄ‡,CB,84,84,34500000,74000,30,8/01/1991,187,80,240,AtlÃ©tico de Madrid,Spain Primera Division,1,CB,15,,20/07/2015,2024,15,Montenegro,,,,Right,3,2,2,64,35,57,58,87,76,35,34,84,73,27,47,34,28,72,67,60,67,59,83,45,43,86,53,83,31,86,87,29,55,37,80,90,86,83,14,13,14,13,12,,54+2,54+2,54+2,53,54,54,54,53,57+2,57+2,57+2,56+2,64+2,64+2,64+2,56+2,70+2,78+2,78+2,78+2,70+2,74+2,84,84,84,74+2,21+2,https://cdn.sofifa.net/players/204/639/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/me.png,0
0.357629479,237452,S. Yajima,"CM, CDM, CF",67,68,1200000,5000,27,18/01/1994,171,67,112093,Gamba Osaka,Japanese J. League Division 1,1,ST,21,,21/12/2017,2022,163,Japan,,,,Right,3,2,1,69,59,64,67,55,65,53,53,39,72,49,64,52,55,63,69,70,69,70,65,77,68,70,83,60,63,54,66,64,68,64,63,56,53,48,14,11,5,9,11,,61+2,61+2,61+2,65,65,65,65,65,66+2,66+2,66+2,66+2,67+1,67+1,67+1,66+2,63+2,64+2,64+2,64+2,63+2,61+2,57+2,57+2,57+2,61+2,17+2,https://cdn.sofifa.net/players/237/452/22_120.png,https://cdn.sofifa.net/teams/112093/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png,1
0.316133921,240638,T. Reijnders,"CM, CAM",67,74,2100000,3000,22,29/07/1998,185,73,1906,AZ Alkmaar,Holland Eredivisie,1,MID,24,,30/08/2017,2025,34,Netherlands,,,,Right,3,3,1,76,61,67,70,58,66,64,59,55,70,51,69,57,56,68,70,77,75,79,70,68,67,69,73,63,64,63,58,56,67,57,70,62,56,55,6,10,9,14,9,,64+2,64+2,64+2,68,67,67,67,68,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,65+2,64+2,64+2,64+2,65+2,64+2,61+2,61+2,61+2,64+2,16+2,https://cdn.sofifa.net/players/240/638/22_120.png,https://cdn.sofifa.net/teams/1906/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png,7
0.261027882,221312,A. PÃ©rez,"CB, LB",70,73,1800000,8000,27,25/03/1994,181,73,112120,GZT Giresunspor,Turkish SÃ¼per Lig,1,CB,25,,26/07/2021,2021,56,Colombia,,,,Left,3,2,1,69,33,53,58,68,76,56,29,67,61,19,53,29,27,59,60,67,71,61,67,63,39,81,66,80,36,77,70,41,45,40,62,66,70,69,16,8,13,12,12,,51+2,51+2,51+2,54,52,52,52,54,53+2,53+2,53+2,56+2,57+2,57+2,57+2,56+2,65+2,66+2,66+2,66+2,65+2,66+2,70+2,70+2,70+2,66+2,18+2,https://cdn.sofifa.net/players/221/312/22_120.png,https://cdn.sofifa.net/teams/112120/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/co.png,3
0.941342288,245737,O. Al Owdah,"RB, LB",59,65,350000,2000,22,29/12/1998,176,65,112990,Al Batin,Saudi Abdul L. Jameel League,1,CB,2,,21/08/2019,2022,183,Saudi Arabia,,,,Right,3,2,1,76,26,50,57,53,59,55,25,48,54,19,57,30,29,48,56,75,76,69,50,67,27,64,66,59,23,50,55,50,49,35,45,52,55,54,9,6,8,12,13,,46+2,46+2,46+2,53,50,50,50,53,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,58+2,54+2,54+2,54+2,58+2,57+2,54+2,54+2,54+2,57+2,14+2,https://cdn.sofifa.net/players/245/737/22_120.png,https://cdn.sofifa.net/teams/112990/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png,6
0.285592574,237867,D. Cancola,"CDM, CM",65,71,1000000,2000,24,23/10/1996,183,73,631,Ross County FC,Scottish Premiership,1,CDM,4,,23/07/2021,2022,4,Austria,,,,Right,3,2,1,65,38,58,60,63,67,50,31,59,64,31,57,36,41,64,65,64,65,57,62,67,49,62,71,66,42,66,66,48,62,46,59,65,61,58,10,13,7,6,11,,52+2,52+2,52+2,56,55,55,55,56,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,62+2,64+2,64+2,64+2,62+2,62+2,63+2,63+2,63+2,62+2,16+2,https://cdn.sofifa.net/players/237/867/22_120.png,https://cdn.sofifa.net/teams/631/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/at.png,6
0.908559822,202676,A. Taggart,ST,70,70,1600000,6000,28,2/06/1993,183,69,101148,Cerezo Osaka,Japanese J. League Division 1,1,ST,9,,9/01/2021,2022,195,Australia,1415,ST,10,Right,3,3,1,83,70,62,70,38,69,59,69,63,66,72,66,68,40,55,74,82,83,82,66,64,72,65,76,72,70,55,45,71,65,62,75,30,34,32,16,15,12,8,14,,70,70,70,70,70,70,70,70,69+1,69+1,69+1,69+1,64+2,64+2,64+2,69+1,57+2,54+2,54+2,54+2,57+2,55+2,50+2,50+2,50+2,55+2,19+2,https://cdn.sofifa.net/players/202/676/22_120.png,https://cdn.sofifa.net/teams/101148/60.png,https://cdn.sofifa.net/flags/jp.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png,0
0.081253301,246937,Um Won Sang,"RW, LW",67,77,2300000,2000,22,6/01/1999,171,63,112258,GwangJu FC,Korean K League 1,1,AM,7,,27/12/2018,2022,167,South Korea,,,,Right,4,4,1,93,57,56,69,38,60,61,60,40,61,50,68,50,55,51,63,93,93,90,61,80,60,54,72,56,48,57,44,68,50,50,61,34,38,31,15,10,11,10,6,,62+2,62+2,62+2,67,64,64,64,67,63+2,63+2,63+2,66+2,58+2,58+2,58+2,66+2,57+2,51+2,51+2,51+2,57+2,54+2,46+2,46+2,46+2,54+2,16+2,https://cdn.sofifa.net/players/246/937/22_120.png,https://cdn.sofifa.net/teams/112258/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png,10
0.826955554,234490,M. Kaalund,CM,62,64,525000,2000,24,16/08/1996,183,75,270,Silkeborg IF,Danish Superliga,1,MID,17,,15/06/2019,2022,13,Denmark,,,,Right,3,3,1,67,56,59,63,52,66,52,56,45,66,58,62,49,45,60,65,65,69,62,60,65,60,73,78,62,56,58,52,58,60,42,60,48,58,56,10,8,12,15,13,,59+2,59+2,59+2,61,61,61,61,61,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2,59+2,56+2,56+2,56+2,59+2,17+2,https://cdn.sofifa.net/players/234/490/22_120.png,https://cdn.sofifa.net/teams/270/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/dk.png,2
0.996303867,239093,J. Clauss,"RWB, RW",77,77,9500000,29000,28,25/09/1992,178,67,64,Racing Club de Lens,French Ligue 1,1,CDM,11,,1/07/2020,2023,18,France,,,,Right,3,3,1,85,66,70,76,67,71,78,66,58,72,56,76,66,54,63,76,86,84,84,75,71,75,64,89,64,65,67,68,72,68,42,68,64,72,70,15,14,15,8,15,,71+2,71+2,71+2,75,73,73,73,75,73+2,73+2,73+2,75+2,72+2,72+2,72+2,75+2,75+2,71+2,71+2,71+2,75+2,74+2,68+2,68+2,68+2,74+2,20+2,https://cdn.sofifa.net/players/239/093/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png,0
0.291148496,239928,T. MÃ¼ller,CB,65,68,825000,1000,26,8/07/1994,188,80,110588,1. FC Magdeburg,German 3. Bundesliga,3,CB,5,,1/07/2018,2022,21,Germany,,,,Right,3,2,1,66,29,48,55,64,71,42,23,62,59,22,50,22,24,57,57,64,68,61,62,58,44,78,65,76,30,64,63,26,40,30,61,63,66,62,10,5,13,9,8,,46+2,46+2,46+2,48,47,47,47,48,49+2,49+2,49+2,51+2,53+2,53+2,53+2,51+2,60+2,61+2,61+2,61+2,60+2,61+2,65+2,65+2,65+2,61+2,14+2,https://cdn.sofifa.net/players/239/928/22_120.png,https://cdn.sofifa.net/teams/110588/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png,3
0.194390973,212680,J. Jones,"LM, LW",68,69,1400000,3000,26,24/10/1994,174,61,1917,Wigan Athletic,English League One,3,MID,14,,4/08/2021,2024,35,Northern Ireland,110081,SUB,19,Right,3,4,1,91,59,63,69,40,46,66,61,39,63,49,68,64,64,57,67,92,90,79,58,91,60,48,64,34,55,52,34,60,62,56,66,40,42,45,13,12,7,11,8,,60+2,60+2,60+2,68,65,65,65,68,65+2,65+2,65+2,67+2,60+2,60+2,60+2,67+2,58+2,51+2,51+2,51+2,58+2,55+2,45+2,45+2,45+2,55+2,16+2,https://cdn.sofifa.net/players/212/680/22_120.png,https://cdn.sofifa.net/teams/1917/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/110081/60.png,https://cdn.sofifa.net/flags/gb-nir.png,1
0.667282486,218868,A. Silva,"RW, RM",75,75,4700000,2000,31,4/09/1989,178,68,101108,Club Olimpia,Paraguayan Primera DivisiÃ³n,1,MID,3,,7/01/2019,2023,60,Uruguay,,,,Right,4,4,1,88,67,72,76,67,74,72,66,65,74,52,76,70,67,69,73,87,88,84,73,83,70,76,91,64,67,75,66,74,73,80,71,69,68,65,12,15,14,13,11,,71+2,71+2,71+2,75,74,74,74,75,74+1,74+1,74+1,76-1,73+2,73+2,73+2,76-1,74+1,71+2,71+2,71+2,74+1,73+2,69+2,69+2,69+2,73+2,19+2,https://cdn.sofifa.net/players/218/868/22_120.png,https://cdn.sofifa.net/teams/101108/60.png,https://cdn.sofifa.net/flags/py.png,,https://cdn.sofifa.net/flags/uy.png,0
0.599579859,211204,D. John,LB,67,70,1200000,4000,26,30/06/1995,178,75,4,Bolton Wanderers,English League One,3,CB,3,,1/07/2021,2024,50,Wales,,,,Left,2,3,1,86,54,60,68,61,62,65,50,54,62,46,66,68,46,61,65,87,85,87,61,82,65,56,65,63,52,56,64,63,50,60,61,58,64,63,12,7,12,7,10,,62+2,62+2,62+2,65,63,63,63,65,62+2,62+2,62+2,65+2,61+2,61+2,61+2,65+2,66+2,62+2,62+2,62+2,66+2,65+2,61+2,61+2,61+2,65+2,15+2,https://cdn.sofifa.net/players/211/204/22_120.png,https://cdn.sofifa.net/teams/4/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-wls.png,3
0.273866539,243593,A. LaurientÃ©,"RM, RW",73,80,6000000,14000,22,4/12/1998,171,59,217,FC Lorient,French Ligue 1,1,ST,28,,8/09/2020,2024,18,France,,,,Right,3,3,1,77,72,70,76,33,45,72,67,43,70,75,78,81,83,61,75,77,77,72,64,90,82,57,63,33,76,47,24,70,71,54,69,27,38,42,13,13,8,14,15,,68+2,68+2,68+2,73,72,72,72,73,72+2,72+2,72+2,72+2,66+2,66+2,66+2,72+2,56+2,51+2,51+2,51+2,56+2,53+2,41+2,41+2,41+2,53+2,19+2,https://cdn.sofifa.net/players/243/593/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png,7
0.613337878,241269,A. Bruus,RWB,65,71,1100000,3000,22,16/01/1999,184,79,269,BrÃ¸ndby IF,Danish Superliga,1,CDM,17,,1/07/2016,2023,13,Denmark,,,,Right,3,2,1,86,52,59,62,57,69,72,50,53,55,47,62,70,42,57,62,88,84,66,55,67,58,69,73,71,48,60,53,60,56,49,55,55,63,58,13,14,10,15,10,,59+2,59+2,59+2,63,60,60,60,63,59+2,59+2,59+2,64+2,58+2,58+2,58+2,64+2,63+2,59+2,59+2,59+2,63+2,63+2,59+2,59+2,59+2,63+2,17+2,https://cdn.sofifa.net/players/241/269/22_120.png,https://cdn.sofifa.net/teams/269/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/dk.png,6
0.362150054,204760,C. Taylor,LB,76,77,8000000,31000,27,18/09/1993,185,70,1796,Burnley,English Premier League,1,CB,3,,6/07/2017,2024,14,England,,,,Left,2,3,1,69,54,70,72,75,77,76,49,71,73,43,74,69,61,68,72,65,73,67,73,66,63,76,77,75,59,81,75,59,65,45,73,76,76,76,13,6,14,13,8,,64+2,64+2,64+2,68,66,66,66,68,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,17+2,https://cdn.sofifa.net/players/204/760/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png,1
0.347775157,247378,Y. Machida,CF,66,66,725000,2000,31,19/12/1989,166,55,113183,Oita Trinita,Japanese J. League Division 1,1,ST,8,,4/01/2020,2022,163,Japan,,,,Right,3,3,1,90,58,63,67,40,47,54,63,58,67,48,63,69,53,60,65,93,87,90,63,91,52,90,85,30,53,29,56,68,67,51,58,48,23,19,7,7,10,11,13,,63+2,63+2,63+2,67-1,66,66,66,67-1,67-1,67-1,67-1,68-2,63+2,63+2,63+2,68-2,57+2,53+2,53+2,53+2,57+2,55+2,44+2,44+2,44+2,55+2,15+2,https://cdn.sofifa.net/players/247/378/22_120.png,https://cdn.sofifa.net/teams/113183/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png,0
0.420693866,238902,S. Al Khaibari,CB,64,64,400000,5000,31,18/09/1989,185,74,113057,Al Fayha,Saudi Abdul L. Jameel League,1,CB,4,,6/06/2012,2023,183,Saudi Arabia,,,,Right,3,2,1,55,27,42,40,65,69,22,22,65,58,24,33,29,28,46,41,53,57,38,59,64,38,80,66,74,23,57,64,27,37,43,49,64,67,65,11,14,9,9,13,,42+2,42+2,42+2,38,40,40,40,38,41+2,41+2,41+2,42+2,47+2,47+2,47+2,42+2,55+2,58+2,58+2,58+2,55+2,57+2,64,64,64,57+2,17+2,https://cdn.sofifa.net/players/238/902/22_120.png,https://cdn.sofifa.net/teams/113057/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png,0
0.52497368,214877,H. BjÃ¸rdal,CM,68,74,1900000,2000,24,4/02/1997,188,86,920,VÃ¥lerenga Fotball,Norwegian Eliteserien,1,MID,8,,11/09/2020,2023,36,Norway,,,,Right,3,3,1,70,61,68,69,55,79,70,62,60,72,56,70,58,45,67,69,68,72,67,68,56,63,70,85,86,61,58,57,61,70,48,69,48,58,53,8,14,12,8,11,,66+2,66+2,66+2,68,67,67,67,68,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,66+2,65+2,65+2,65+2,66+2,64+2,61+2,61+2,61+2,64+2,17+2,https://cdn.sofifa.net/players/214/877/22_120.png,https://cdn.sofifa.net/teams/920/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/no.png,6
0.978985943,200438,Guilherme,"RM, CAM",74,74,4100000,15000,30,21/05/1991,174,70,112429,Guangzhou City,Chinese Super League,1,MID,12,,26/02/2021,2021,54,Brazil,,,,Left,3,4,1,91,67,69,76,51,67,65,65,50,73,64,75,59,70,67,73,90,92,91,70,84,71,83,75,59,68,73,61,68,70,57,71,38,56,55,15,12,14,6,15,,69+2,69+2,69+2,74,72,72,72,74,73+1,73+1,73+1,73+1,70+2,70+2,70+2,73+1,67+2,64+2,64+2,64+2,67+2,65+2,59+2,59+2,59+2,65+2,18+2,https://cdn.sofifa.net/players/200/438/22_120.png,https://cdn.sofifa.net/teams/112429/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/br.png,0
0.82686416,206534,P. Bamford,ST,78,78,15000000,82000,27,5/09/1993,185,71,8,Leeds United,English Premier League,1,ST,9,,31/07/2018,2026,14,England,,,,Left,3,3,2,73,78,67,73,42,77,59,82,75,72,69,70,68,59,63,78,71,75,69,80,66,80,68,91,76,69,62,47,83,71,74,74,50,27,20,9,7,11,6,16,,78,78,78,74,76,76,76,74,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2,17+2,https://cdn.sofifa.net/players/206/534/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png,0
0.605506323,245058,O. Kiteishvili,"CAM, LM, CM",72,76,3300000,15000,25,26/03/1996,173,65,209,SK Sturm Graz,Austrian Football Bundesliga,1,AM,10,,31/07/2018,2024,20,Georgia,,,,Right,4,3,1,72,67,69,74,67,61,64,66,63,73,60,74,58,53,71,73,75,69,74,69,86,71,83,82,42,68,76,71,68,73,54,72,66,67,62,11,13,9,6,13,,68+2,68+2,68+2,71,71,71,71,71,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,70+2,70+2,69+2,66+2,66+2,66+2,69+2,17+2,https://cdn.sofifa.net/players/245/058/22_120.png,https://cdn.sofifa.net/teams/209/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/ge.png,4
